Ticker:,The earliest date of MD&A,The latest date of MD&A,Number of MD&A
MTEX,2008-11-07 10:32:05,2019-11-07 21:42:03,19
MTG,2008-08-11 16:49:01,2019-11-06 17:07:02,15
MTGE,2011-11-10 17:40:02,2018-08-03 16:30:00,21
MTH,2008-05-09 18:35:00,2019-10-28 13:39:01,22
MTLQU,2008-05-08 14:27:03,2019-11-13 16:07:00,12
MTN,2008-03-10 09:05:01,2019-12-09 16:05:02,35
MTOR,2008-08-05 17:27:03,2019-07-31 16:34:04,26
MTR,2009-07-28 16:49:03,2017-08-14 16:16:03,29
MTRX,2012-05-08 17:19:01,2019-11-07 16:22:03,23
MTSC,2008-02-04 17:16:02,2019-08-05 16:14:02,30
MTSI,2012-08-07 16:35:04,2019-08-06 17:02:03,11
MTW,2009-08-10 17:17:05,2019-05-10 12:32:02,30
MTWD,2015-05-13 06:28:02,2019-10-15 07:18:02,11
MTX,2013-04-26 16:51:02,2019-08-02 15:32:00,7
MTZ,2008-04-29 17:30:04,2012-11-01 17:26:05,10
MU,2011-07-12 15:12:04,2019-06-26 16:00:05,26
MUDS,2018-05-14 16:42:00,2019-11-07 16:06:02,6
MUDSU,2018-05-14 16:42:00,2019-11-07 16:06:02,6
MUDSW,2018-05-14 16:42:00,2019-11-07 16:06:02,6
MUGH,2019-06-13 11:50:02,2019-12-13 08:31:02,2
MULG,2015-08-12 15:41:01,2019-11-14 16:39:03,6
MUR,2010-11-05 09:58:05,2019-10-31 06:46:00,28
MUSA,2013-11-08 16:04:05,2019-10-31 16:38:05,19
MUSS,2012-09-14 16:47:03,2019-09-10 16:57:04,22
MUX,2008-05-09 11:24:04,2019-10-29 21:20:01,36
MVBF,2011-11-14 12:33:04,2019-05-01 16:09:00,19
MVC,2008-03-11 14:58:03,2019-09-06 17:45:04,31
MVEN,2010-05-07 16:35:04,2019-08-16 17:32:00,19
MWK,2019-08-01 16:46:03,2019-11-05 16:46:05,2
MX,2008-05-13 19:22:05,2019-11-07 06:17:01,31
MXC,2015-11-13 10:12:02,2019-11-13 15:48:01,13
MXIM,2008-09-30 16:22:00,2019-10-30 16:03:05,28
MXL,2010-05-05 17:16:00,2019-10-24 18:47:03,26
MXPT,2015-08-12 17:48:04,2017-08-14 16:27:05,7
MXWL,2009-05-05 16:00:04,2018-11-07 16:03:02,8
MYCC,2013-10-17 17:32:05,2017-07-19 17:14:03,11
MYDP,2017-08-14 16:31:05,2019-05-20 16:47:03,6
MYDX,2014-06-11 14:35:00,2019-11-19 16:34:03,6
MYE,2008-05-12 16:30:05,2019-11-05 16:11:03,28
MYFW,2018-08-30 17:01:04,2019-11-07 16:50:05,5
MYGN,2010-11-03 10:13:05,2019-05-07 17:59:00,23
MYHI,2012-08-13 16:07:00,2014-02-06 12:46:01,7
MYL,2015-05-07 21:03:02,2019-11-05 16:20:04,15
MYMX,2010-05-17 14:55:01,2019-05-15 07:57:00,5
MYOK,2016-05-12 14:58:04,2019-05-09 16:38:02,10
MYOS,2009-08-11 15:46:01,2019-11-07 16:16:04,8
MYOV,2016-12-09 17:29:03,2019-11-12 08:56:02,10
MYRG,2008-09-16 13:29:04,2019-10-30 16:07:04,27
MYSZ,2008-05-15 12:46:00,2015-11-16 14:18:03,10
NAFS,2011-11-14 17:06:02,2018-05-29 19:24:01,14
NAII,2012-11-14 16:16:01,2019-11-14 16:21:04,9
NANX,2008-05-09 17:04:05,2019-11-14 16:36:02,20
NAOV,2015-05-15 10:59:03,2019-11-19 17:19:01,14
NATI,2008-11-07 16:48:01,2019-10-31 12:56:01,22
NATR,2008-12-31 13:20:01,2019-08-08 17:35:05,35
NAUH,2010-01-12 17:05:03,2019-04-15 17:21:03,20
NAV-PD,2009-03-11 15:14:01,2019-09-03 20:49:05,33
NAV,2009-03-11 15:14:01,2019-09-03 20:49:05,33
NAVB,2008-05-15 16:12:02,2016-11-09 16:49:04,13
NAVG,2008-04-30 16:46:02,2019-05-09 17:18:05,22
NAVI,2014-05-09 17:19:01,2019-11-01 16:30:03,16
NBEV,2017-05-15 19:49:00,2019-11-14 16:46:05,6
NBGV,2009-04-20 16:23:04,2019-10-15 11:12:01,22
NBHC,2012-11-14 16:26:04,2019-11-06 16:33:03,22
NBIX,2008-05-01 17:49:01,2019-04-29 16:30:02,20
NBL,2010-04-29 12:41:04,2019-11-07 12:19:02,26
NBLX,2016-11-02 15:04:00,2019-11-07 13:17:03,10
NBN,2008-02-13 15:33:02,2019-05-08 11:54:05,23
NBR,2008-10-31 17:30:01,2019-11-01 16:07:00,22
NBRV,2017-05-10 16:44:00,2019-11-12 16:31:04,9
NBSE,2008-08-19 15:46:00,2017-08-08 17:30:03,6
NBTB,2008-05-12 14:16:03,2019-11-08 10:19:03,35
NBY,2008-05-15 17:10:02,2008-05-15 17:10:02,1
NC,2008-04-30 17:18:01,2019-10-30 17:12:05,36
NCBS,2017-08-04 09:58:01,2019-10-31 15:47:02,8
NCIT,2009-05-08 07:30:04,2017-08-04 16:56:02,22
NCLH,2013-05-08 17:17:00,2019-11-08 14:59:03,21
NCMI,2009-08-07 06:04:00,2019-11-04 17:03:00,21
NCOM,2014-12-08 15:23:04,2018-11-09 12:48:03,13
NCR,2009-10-30 16:20:01,2011-07-29 16:18:00,3
NDAQ,2009-05-08 14:18:02,2019-11-06 12:54:05,29
NDLS,2013-08-09 16:19:05,2019-11-07 17:36:02,20
NDN,2008-08-07 16:19:04,2017-12-08 16:13:05,25
NDRA,2019-05-14 17:16:02,2019-08-08 16:47:01,2
NDRAW,2019-05-14 17:16:02,2019-08-08 16:47:01,2
NDSN,2008-03-10 14:24:05,2018-03-05 12:46:00,10
NDTP,2008-05-13 17:34:05,2008-05-13 17:34:05,1
NE,2009-08-07 15:14:04,2019-10-31 17:01:01,26
NEBU,2019-11-14 13:01:00,2019-11-14 13:01:00,1
NEBUU,2019-11-14 13:01:00,2019-11-14 13:01:00,1
NEBUW,2019-11-14 13:01:00,2019-11-14 13:01:00,1
NEE-PO,2011-11-04 15:19:04,2019-10-23 15:02:00,25
NEE,2011-11-04 15:19:04,2019-10-23 15:02:00,25
NEFF,2015-05-07 17:04:04,2015-05-07 17:04:04,1
NEIK,2016-08-15 12:31:00,2018-05-11 16:34:04,4
NEM,2010-04-27 06:04:00,2019-11-05 08:08:00,16
NEN,2008-05-12 16:44:02,2019-11-08 13:19:00,35
NEO,2015-11-06 16:55:03,2018-11-06 17:04:02,10
NEOG,2008-10-10 09:01:02,2019-09-26 13:55:02,32
NEON,2009-10-21 19:25:04,2019-11-06 09:26:03,6
NEOS,2015-09-04 06:05:00,2019-11-08 16:43:05,13
NEP,2014-08-01 16:12:02,2019-10-23 13:25:00,17
NEPH,2008-05-15 14:50:04,2019-11-06 07:31:02,21
NERV,2014-08-07 16:09:02,2019-11-04 07:01:02,13
NES,2012-08-06 16:19:02,2019-11-06 16:34:03,22
NESR,2017-06-26 16:31:04,2018-05-14 16:59:00,4
NESRW,2017-06-26 16:31:04,2018-05-14 16:59:00,4
NET,2019-11-12 16:20:02,2019-11-12 16:20:02,1
NETE,2014-05-15 16:51:04,2019-11-14 07:49:04,20
NEU,2012-07-31 10:12:04,2019-10-24 10:25:04,23
NEUL,2009-07-21 10:54:02,2017-11-01 17:02:01,26
NEWR,2015-02-12 21:32:02,2019-08-06 18:50:04,14
NEWT,2014-11-14 13:46:03,2019-11-12 16:51:00,17
NEX,2017-05-05 10:09:04,2019-11-07 17:27:05,11
NEXT,2017-11-08 17:18:05,2019-11-05 16:44:03,7
NFBK,2010-11-09 16:56:03,2013-11-12 16:18:03,4
NFC,2018-08-13 11:36:02,2019-11-14 15:09:02,5
NFG,2008-02-08 17:26:01,2019-08-02 13:44:01,35
NFH-WT,2018-08-13 11:36:02,2019-11-14 15:09:02,5
NFH,2018-08-13 11:36:02,2019-11-14 15:09:02,5
NFIN,2019-11-13 16:55:01,2019-11-13 16:55:01,1
NFINU,2019-11-13 16:55:01,2019-11-13 16:55:01,1
NFINW,2019-11-13 16:55:01,2019-11-13 16:55:01,1
NFLX,2009-05-07 18:03:01,2012-08-01 19:27:01,4
NG,2018-06-27 16:56:02,2019-10-01 17:06:03,2
NGBL,2014-05-15 17:23:03,2019-11-27 12:16:04,14
NGHC,2014-05-07 19:15:03,2019-10-30 16:14:01,18
NGHCN,2014-05-07 19:15:03,2019-10-30 16:14:01,18
NGHCO,2014-05-07 19:15:03,2019-10-30 16:14:01,18
NGHCP,2014-05-07 19:15:03,2019-10-30 16:14:01,18
NGL-PB,2011-08-15 16:47:04,2019-11-08 17:18:00,27
NGL-PC,2011-08-15 16:47:04,2019-11-08 17:18:00,27
NGL,2011-08-15 16:47:04,2019-11-08 17:18:00,27
NGLS-PA,2009-05-08 17:13:05,2018-11-08 14:21:00,16
NGM,2019-05-16 16:26:02,2019-11-12 16:28:01,3
NGRP,2018-02-12 12:22:04,2019-11-07 15:17:05,7
NGS,2009-08-10 15:51:05,2018-05-10 15:43:01,24
NGTF,2015-02-12 13:21:02,2019-11-19 16:20:03,3
NGVC,2013-01-31 16:10:02,2019-08-01 16:12:05,21
NGVT,2016-05-17 16:53:01,2019-10-29 19:33:00,12
NH,2016-08-15 15:49:03,2019-11-07 18:54:04,11
NHI,2009-08-07 17:17:04,2019-11-06 19:58:05,32
NHLD,2016-02-16 16:35:01,2019-08-14 17:26:03,12
NHMD,2015-10-20 16:21:00,2016-06-28 16:23:03,3
NHTC,2008-11-10 16:48:01,2019-11-05 17:02:00,14
NI,2008-05-02 15:44:02,2019-10-30 10:41:05,35
NICK,2010-02-16 09:20:01,2018-11-14 07:02:05,20
NIHD,2008-05-07 16:24:05,2014-08-11 17:15:01,13
NIHK,2008-08-14 16:09:02,2009-05-20 17:19:05,4
NIMU,2015-03-17 12:10:02,2017-12-14 17:01:02,4
NINE,2018-05-14 17:29:04,2019-11-12 08:39:00,6
NIOBF,2016-11-14 07:51:03,2019-11-08 16:08:04,4
NJMC,2008-05-14 18:00:02,2019-11-14 08:31:01,23
NJR,2009-11-24 20:45:05,2019-08-06 17:16:05,29
NK,2015-11-12 06:05:01,2019-11-05 16:06:05,12
NKE,2013-10-07 17:12:00,2019-10-04 16:05:03,19
NKLA,2018-08-13 16:35:05,2019-11-07 16:05:02,5
NKLAW,2018-08-13 16:35:05,2019-11-07 16:05:02,5
NKSH,2008-05-09 11:21:02,2019-08-07 11:09:05,21
NKTR,2008-05-08 19:54:00,2019-05-08 19:42:05,14
NL,2011-11-02 18:41:00,2013-11-06 17:06:02,6
NLBS,2014-05-15 14:53:04,2019-11-14 09:35:05,5
NLOK,2009-11-04 16:19:05,2019-11-08 16:17:04,31
NLRT,2016-09-14 15:20:01,2019-12-13 16:53:00,11
NLS,2010-08-16 16:06:00,2019-11-08 16:32:05,30
NLSN,2011-04-28 09:28:00,2013-04-25 07:08:04,7
NLST,2008-05-08 16:28:01,2019-11-04 18:52:03,35
NLTX,2015-11-10 09:16:02,2017-11-08 09:01:05,2
NLY-PD,2012-11-06 15:44:00,2019-10-31 20:36:02,21
NLY-PF,2012-11-06 15:44:00,2019-10-31 20:36:02,21
NLY-PG,2012-11-06 15:44:00,2019-10-31 20:36:02,21
NLY-PI,2012-11-06 15:44:00,2019-10-31 20:36:02,21
NLY,2012-11-06 15:44:00,2019-10-31 20:36:02,21
NMEX,2012-12-19 15:23:02,2013-06-19 15:59:03,2
NMFC,2011-08-11 17:02:04,2019-11-06 16:37:01,26
NMFX,2011-08-11 17:02:04,2019-11-06 16:37:01,26
NMGX,2014-08-05 16:06:04,2019-12-19 16:50:00,15
NMIH,2013-12-17 16:37:03,2019-11-06 17:57:03,19
NMRD,2014-09-11 13:54:00,2017-10-31 16:00:05,5
NMRK,2018-05-15 16:03:02,2018-11-13 21:36:01,3
NMRX,2008-05-12 14:25:02,2017-05-09 17:21:04,5
NMTC,2014-05-20 14:51:05,2017-08-14 16:53:00,10
NMTR,2016-08-15 06:07:00,2019-05-10 16:32:03,4
NNBR,2015-05-07 10:04:01,2017-11-09 17:17:01,3
NNI,2008-05-12 08:00:03,2018-11-08 16:32:02,30
NNN-PF,2008-05-07 11:54:03,2011-11-08 12:35:05,8
NNN,2008-05-07 11:54:03,2011-11-08 12:35:05,8
NNUP,2008-05-15 13:02:03,2019-11-13 09:34:04,24
NNVC,2009-11-23 15:09:05,2019-11-15 17:25:05,25
NOBH,2010-06-15 13:34:04,2019-03-18 12:05:05,14
NOC,2011-10-26 12:01:00,2019-10-24 06:38:05,25
NODK,2017-05-12 16:06:04,2019-11-06 16:08:01,9
NOG,2011-03-18 16:22:05,2019-11-12 16:48:00,24
NOV,2008-05-09 15:31:00,2019-04-26 13:27:05,10
NOVA,2019-08-19 16:15:05,2019-10-31 07:55:03,2
NOVC,2011-05-11 15:37:00,2019-11-13 15:31:05,27
NOVN,2016-11-14 17:32:02,2019-11-12 16:23:02,10
NOVT,2008-05-05 09:21:05,2019-05-07 09:31:03,33
NOW,2012-08-10 13:56:01,2019-10-24 18:49:05,22
NP,2008-05-08 10:46:04,2019-11-06 17:19:02,35
NPA,2019-11-08 16:14:01,2019-11-08 16:14:01,1
NPAUU,2019-11-08 16:14:01,2019-11-08 16:14:01,1
NPAWW,2019-11-08 16:14:01,2019-11-08 16:14:01,1
NPK,2018-08-10 16:03:00,2018-08-10 16:03:00,1
NPO,2008-05-02 17:01:03,2019-11-05 15:03:04,29
NPTN,2016-05-10 16:49:01,2019-11-04 16:27:04,12
NR,2008-05-02 17:22:02,2010-10-29 16:55:04,5
NRBO,2016-09-14 09:14:03,2019-11-08 09:24:04,11
NRBT,2016-05-20 14:55:03,2019-05-17 17:15:04,11
NRG,2008-05-01 16:48:03,2019-08-07 17:03:00,32
NRIM,2008-08-11 16:02:02,2019-11-05 17:29:05,33
NRIS,2015-02-17 07:00:02,2019-10-11 17:20:02,15
NROM,2013-08-12 16:01:03,2013-08-12 16:01:03,1
NRP,2008-05-08 11:42:02,2019-11-06 12:49:04,28
NRTSF,2015-05-14 16:31:04,2018-08-03 16:52:01,13
NRZ-PA,2013-06-12 16:53:05,2019-10-28 19:39:00,21
NRZ-PB,2013-06-12 16:53:05,2019-10-28 19:39:00,21
NRZ-PC,2013-06-12 16:53:05,2019-10-28 19:39:00,21
NRZ,2013-06-12 16:53:05,2019-10-28 19:39:00,21
NSA,2015-06-05 17:13:04,2019-11-01 16:43:02,15
NSC,2011-04-29 09:34:00,2019-10-23 12:52:00,27
NSCO-WT,2019-11-12 17:31:01,2019-11-12 17:31:01,1
NSCO,2019-11-12 17:31:01,2019-11-12 17:31:01,1
NSEC,2008-05-15 16:56:03,2019-11-13 16:53:02,36
NSIT,2008-05-08 16:32:00,2019-05-01 11:38:00,34
NSP,2008-05-01 11:37:03,2019-11-04 15:40:03,27
NSPR-WT,2012-05-07 16:50:05,2019-11-12 06:16:02,19
NSPR-WTB,2012-05-07 16:50:05,2019-11-12 06:16:02,19
NSPR,2012-05-07 16:50:05,2019-11-12 06:16:02,19
NSPX,2010-05-14 13:12:00,2019-12-20 15:30:05,3
NSR,2008-05-12 17:02:01,2011-04-27 16:42:02,10
NSRCF,2009-11-10 15:24:04,2009-11-10 15:24:04,1
NSSC,2011-02-14 17:49:05,2019-11-08 17:01:05,27
NSYS,2008-05-14 15:56:05,2019-11-12 16:11:02,35
NTAP,2009-03-02 14:17:03,2019-02-19 16:06:05,25
NTCT,2012-02-03 11:42:04,2019-10-31 16:43:04,24
NTGR,2008-11-07 15:37:00,2009-08-06 17:16:05,2
NTIC,2009-01-13 17:44:02,2017-07-14 11:13:02,20
NTIP,2018-05-15 16:34:02,2018-05-15 16:34:02,1
NTLA,2016-06-03 17:08:00,2019-05-02 17:00:05,6
NTN,2016-05-09 16:43:02,2019-11-01 16:11:01,9
NTNX,2016-12-07 18:07:04,2019-12-05 17:24:04,10
NTOX,2014-01-14 14:47:04,2019-07-16 06:16:01,18
NTRA,2016-08-11 17:12:00,2019-11-08 06:22:02,11
NTRP,2016-05-13 15:01:04,2019-11-12 07:01:02,12
NTRS,2014-10-31 14:59:02,2019-10-28 16:37:04,16
NTRSO,2014-10-31 14:59:02,2019-10-28 16:37:04,16
NTUS,2012-08-08 17:01:01,2019-11-06 16:20:05,17
NTWK,2012-02-02 16:07:01,2019-11-12 14:12:05,22
NTWN,2009-01-22 12:45:02,2019-11-14 16:02:01,20
NUAN,2008-02-11 17:21:03,2019-08-09 16:13:02,35
NUE,2010-11-10 08:28:01,2019-11-06 15:37:03,26
NUKK,2015-05-20 17:52:03,2019-05-14 18:28:03,11
NURO,2008-05-12 15:58:03,2019-10-17 09:46:03,27
NUROW,2008-05-12 15:58:03,2019-10-17 09:46:03,27
NUS,2008-08-08 16:14:02,2018-08-02 19:41:02,16
NUVA,2008-05-09 15:55:01,2019-10-30 17:03:05,17
NUVR,2008-05-12 12:03:04,2019-11-12 08:31:02,18
NUZED,2012-07-09 14:57:05,2018-08-16 14:34:00,17
NVAX,2008-05-12 16:52:03,2019-08-07 16:31:04,16
NVCR,2015-10-27 06:07:03,2019-10-31 06:20:04,12
NVDA,2008-08-21 08:57:05,2019-11-14 16:36:03,26
NVEC,2008-01-23 16:19:05,2019-10-23 16:16:03,36
NVEE,2018-05-04 08:31:05,2019-11-07 16:53:03,6
NVFY,2011-02-11 10:22:02,2019-11-12 16:32:01,27
NVIV,2011-05-16 06:12:03,2019-11-07 16:31:04,27
NVLNF,2008-05-09 14:38:05,2019-05-07 16:11:03,30
NVNT,2008-05-15 15:55:01,2009-05-15 15:21:03,2
NVOS,2008-08-14 15:02:03,2019-07-11 08:01:01,12
NVR,2015-05-01 09:58:02,2017-07-28 14:17:03,8
NVRO,2014-12-02 17:16:02,2019-05-09 16:57:02,14
NVST,2019-10-23 20:57:03,2019-10-23 20:57:03,1
NVTA,2015-05-15 16:09:00,2019-11-06 16:16:05,15
NVTRQ,2016-05-11 16:31:04,2017-11-01 16:22:00,2
NVUS,2015-08-12 16:04:01,2019-11-12 18:01:03,9
NWBI,2010-08-05 14:45:02,2019-05-09 16:09:01,20
NWBO,2011-01-25 18:53:03,2019-11-12 17:17:02,21
NWCN,2008-05-15 06:07:01,2018-11-14 06:06:01,16
NWE,2008-07-30 17:36:03,2019-10-30 09:21:04,35
NWFL,2009-05-11 15:17:04,2019-11-08 06:11:02,5
NWHM,2016-04-29 16:05:02,2016-07-29 16:34:04,2
NWIN,2008-04-21 16:50:02,2019-08-08 16:32:00,20
NWL,2008-05-12 15:30:04,2019-11-04 17:10:05,36
NWLI,2015-11-06 10:29:03,2019-11-07 17:07:05,13
NWN,2018-11-06 15:55:02,2019-11-05 15:24:00,4
NWPP,2008-08-11 16:17:02,2015-11-16 15:41:04,12
NWPX,2009-08-07 16:44:02,2019-10-31 16:51:00,31
NWS,2014-11-06 07:14:02,2019-11-08 07:01:03,12
NWSA,2014-11-06 07:14:02,2019-11-08 07:01:03,12
NWYU,2009-01-14 12:30:02,2009-01-14 12:30:02,1
NX,2008-06-16 16:35:04,2019-09-06 16:11:05,29
NXEN,2017-11-03 10:55:00,2019-11-12 06:26:00,7
NXGN,2009-11-03 14:39:00,2017-10-26 16:31:03,24
NXMR,2009-08-14 09:38:02,2010-08-16 10:29:02,2
NXPI,2019-10-29 07:42:01,2019-10-29 07:42:01,1
NXRT,2017-05-02 16:23:05,2019-07-30 16:32:04,8
NXTC,2019-06-10 16:11:04,2019-11-12 08:11:01,3
NXTD,2019-11-14 17:08:01,2019-11-14 17:08:01,1
NXTM,2008-05-12 16:55:03,2018-11-07 16:48:04,34
NYCB-PA,2008-05-12 16:45:04,2015-11-09 16:32:00,19
NYCB-PU,2008-05-12 16:45:04,2015-11-09 16:32:00,19
NYCB,2008-05-12 16:45:04,2015-11-09 16:32:00,19
NYMT,2008-05-14 20:28:01,2019-11-07 16:46:04,19
NYMTM,2008-05-14 20:28:01,2019-11-07 16:46:04,19
NYMTN,2008-05-14 20:28:01,2019-11-07 16:46:04,19
NYMTO,2008-05-14 20:28:01,2019-11-07 16:46:04,19
NYT,2011-05-05 15:43:02,2019-11-06 15:07:01,27
O,2010-10-28 17:09:00,2019-11-05 16:13:04,24
OAK-PA,2012-05-14 17:15:04,2019-11-07 17:04:05,24
OAK-PB,2012-05-14 17:15:04,2019-11-07 17:04:05,24
OAS,2010-08-13 13:11:00,2019-11-06 16:10:02,27
OB,2008-05-02 07:02:04,2012-10-30 07:16:04,14
OBCI,2010-11-12 10:19:03,2010-11-12 10:19:03,1
OBLG,2008-08-14 16:04:04,2019-11-14 07:33:00,31
OBLN,2017-05-10 08:57:01,2019-11-08 09:09:00,9
OBMP,2009-01-12 17:52:04,2019-11-19 17:02:05,32
OBNK,2018-05-31 17:31:03,2019-11-06 16:13:00,7
OC,2009-10-28 07:53:00,2019-10-23 06:14:01,30
OCC,2010-03-17 17:05:05,2019-09-16 15:01:02,19
OCFC,2008-05-09 16:55:02,2019-11-07 16:52:00,21
OCFCP,2008-05-09 16:55:02,2019-11-07 16:52:00,21
OCGN,2015-05-14 16:53:05,2019-11-12 16:15:01,12
OCIP,2014-05-13 08:31:01,2018-05-07 06:30:00,13
OCLN,2009-08-11 07:05:05,2019-11-21 06:18:03,8
OCLR,2008-02-06 16:14:02,2018-11-08 16:10:03,31
OCN,2008-05-08 17:15:02,2019-11-05 16:38:04,22
OCRX,2011-05-12 16:35:04,2017-08-01 16:22:02,20
OCSI,2014-02-12 18:51:04,2019-08-06 19:27:03,18
OCSL,2008-08-07 17:07:00,2019-08-06 18:50:01,25
OCUL,2014-08-29 12:55:03,2019-11-12 07:41:03,13
ODC,2009-12-08 16:31:04,2019-12-06 16:07:05,27
ODFL,2011-05-09 13:36:00,2018-11-05 09:33:00,24
ODP,2008-04-29 08:50:02,2019-05-08 16:05:05,32
ODT,2018-05-03 16:02:00,2019-11-06 08:01:04,5
OEG,2010-05-07 16:27:05,2019-08-14 16:06:03,20
OESX,2009-11-09 17:24:04,2018-11-13 14:55:05,14
OFC,2008-05-12 16:06:02,2019-11-01 15:53:03,35
OFED,2012-02-14 17:01:02,2018-02-13 13:48:00,8
OFG-PB,2008-05-12 15:50:03,2019-11-07 18:57:00,33
OFG-PD,2008-05-12 15:50:03,2019-11-07 18:57:00,33
OFG,2008-05-12 15:50:03,2019-11-07 18:57:00,33
OFIX,2008-08-08 14:44:00,2018-08-06 17:24:05,28
OFLX,2009-05-08 17:00:02,2019-11-04 15:01:01,11
OFS,2014-05-09 16:11:03,2019-11-08 17:14:03,18
OFSSI,2014-05-09 16:11:03,2019-11-08 17:14:03,18
OFSSL,2014-05-09 16:11:03,2019-11-08 17:14:03,18
OFSSZ,2014-05-09 16:11:03,2019-11-08 17:14:03,18
OGCP,2013-11-12 17:02:00,2019-10-31 10:31:01,19
OGE,2008-10-31 08:20:01,2019-11-06 17:42:03,31
OGEN,2010-08-13 14:33:03,2018-08-13 16:33:00,22
OGS,2014-05-06 16:36:05,2019-10-29 15:20:01,19
OHGI,2012-11-19 15:19:01,2019-11-19 16:06:04,14
OHI,2009-05-08 11:30:04,2019-11-08 11:11:01,19
OI,2008-05-09 08:02:00,2019-10-29 19:19:03,31
OII,2008-05-07 15:00:03,2013-05-02 15:15:02,12
OILD,2012-05-10 16:42:01,2019-11-08 11:12:04,7
OILU,2012-05-10 16:42:01,2019-11-08 11:12:04,7
OIS,2008-05-01 10:48:04,2019-10-28 16:43:04,16
OKE,2008-05-02 13:00:01,2019-10-30 16:05:04,31
OKSB,2008-05-08 16:18:02,2016-11-07 16:58:05,15
OKTA,2017-06-08 16:07:04,2019-12-05 18:23:02,9
OLBG,2011-07-29 16:16:04,2019-11-14 20:10:04,2
OLBK,2008-11-12 10:47:00,2019-11-08 10:01:04,15
OLLI,2015-12-10 10:03:05,2019-12-12 10:56:01,4
OLMM,2014-12-22 17:01:04,2017-03-21 14:15:05,8
OLN,2012-07-24 17:17:04,2019-11-01 15:33:05,23
OLP,2008-08-08 14:37:05,2019-11-08 10:07:00,28
OMAG,2011-11-08 17:15:04,2015-05-13 17:07:01,6
OMC,2008-07-24 17:14:01,2019-10-15 17:27:02,28
OMCL,2008-05-12 17:19:04,2019-11-01 16:03:04,27
OMED,2018-11-01 16:21:05,2018-11-01 16:21:05,1
OMER,2009-11-19 16:11:04,2019-11-12 16:13:02,31
OMEX,2010-11-04 16:20:00,2019-11-14 16:19:01,28
OMF,2013-11-12 08:49:00,2019-11-01 08:07:01,19
OMI,2011-07-29 12:42:05,2019-11-06 16:45:01,20
OMN,2008-04-09 16:27:03,2019-09-26 11:41:05,30
OMP,2017-11-08 18:58:02,2019-11-06 16:00:04,7
OMPS,2011-08-08 13:53:04,2018-11-02 10:45:05,22
OMQS,2015-05-15 16:38:01,2019-11-08 08:46:03,15
OMTK,2011-05-12 14:21:04,2019-11-13 15:13:00,9
OMWS,2017-08-03 17:07:00,2019-03-14 12:52:00,6
ON,2009-05-07 16:17:02,2019-10-28 12:21:05,11
ONB,2008-05-05 08:37:00,2018-08-01 09:31:04,31
ONCS,2011-03-22 14:29:04,2019-12-13 17:01:02,28
ONCT,2008-05-12 16:43:00,2019-05-10 16:12:00,25
ONDK,2015-05-12 19:14:03,2019-11-07 16:25:05,6
ONDS,2016-11-21 17:17:00,2019-11-14 16:02:03,11
ONL,2019-08-14 14:12:00,2019-08-14 14:12:00,1
ONTO,2014-05-05 17:49:01,2014-05-05 17:49:01,1
ONTX,2013-09-06 16:49:03,2019-11-12 17:10:04,20
ONTXW,2013-09-06 16:49:03,2019-11-12 17:10:04,20
ONTY,2008-05-09 16:11:00,2017-05-09 16:11:00,25
ONVI,2009-11-16 15:35:01,2017-11-14 16:18:04,20
ONVO,2012-08-14 14:59:00,2019-11-07 16:06:03,19
OOMA,2015-09-11 17:30:00,2019-12-06 16:33:03,13
OPBK,2018-05-15 16:07:01,2019-11-08 16:32:00,5
OPCH,2008-05-06 17:14:01,2014-08-11 14:26:01,13
OPCO,2008-11-14 10:49:02,2008-11-14 10:49:02,1
OPES,2018-05-15 16:01:03,2019-11-19 17:24:00,5
OPESU,2018-05-15 16:01:03,2019-11-19 17:24:00,5
OPESW,2018-05-15 16:01:03,2019-11-19 17:24:00,5
OPGN,2015-06-18 16:02:03,2019-11-14 16:06:03,15
OPGNW,2015-06-18 16:02:03,2019-11-14 16:06:03,15
OPHC,2008-05-12 15:08:02,2019-11-14 11:02:02,34
OPI,2009-08-10 16:16:00,2019-11-01 15:36:05,32
OPINI,2009-08-10 16:16:00,2019-11-01 15:36:05,32
OPK,2008-11-10 18:27:00,2019-11-05 16:25:02,30
OPNT,2011-06-13 16:43:04,2019-11-12 16:11:04,22
OPOF,2011-08-15 11:06:01,2019-11-12 14:02:00,18
OPRT,2019-11-13 16:15:01,2019-11-13 16:15:01,1
OPRX,2009-08-13 12:07:05,2019-11-05 16:07:05,18
OPTI,2015-11-16 19:13:04,2016-05-17 19:41:02,3
OPTN,2017-11-27 16:15:01,2019-11-12 16:03:04,7
OPTT,2008-03-17 11:17:05,2011-12-12 13:58:00,6
OPVS,2014-08-11 16:26:01,2019-11-08 10:37:05,2
OPXS,2013-08-14 06:03:04,2019-08-12 16:01:02,19
OPY,2012-05-02 17:26:02,2019-10-25 08:40:05,21
ORA,2017-11-09 12:47:04,2019-11-07 16:34:01,9
ORBC,2008-05-12 16:42:01,2019-05-01 13:22:01,33
ORC,2013-05-10 17:17:04,2016-11-01 15:35:03,12
ORCC,2016-08-10 16:52:04,2019-10-30 16:16:03,11
ORCL,2008-04-01 16:32:04,2019-12-13 16:22:00,36
OREX,2014-08-08 17:13:01,2017-11-13 19:56:03,3
ORGO,2016-11-18 16:06:05,2019-11-12 16:28:01,10
ORGS,2012-04-19 21:44:01,2019-11-07 14:33:05,23
